metro;Run;Aggressor;Person;Stress;aggressor_pct
RIO DE JANEIRO;465;52;2302;0.014153298557417716;0.022589052997393572
RIO DE JANEIRO;466;58;2296;0.014151798006915699;0.025261324041811847
RIO DE JANEIRO;467;61;2278;0.014155655304618183;0.026777875329236173
RIO DE JANEIRO;468;46;2314;0.013933734813466908;0.019878997407087293
RIO DE JANEIRO;469;67;2264;0.014384310284344788;0.02959363957597173
RIO DE JANEIRO;470;55;2269;0.014163862901372913;0.024239753195240195
RIO DE JANEIRO;471;56;2309;0.014312966591238646;0.024252923343438718
RIO DE JANEIRO;472;59;2277;0.014306515953050996;0.025911286780852
RIO DE JANEIRO;473;58;2282;0.014532382612540343;0.025416301489921123
RIO DE JANEIRO;474;53;2302;0.014331453799986208;0.023023457862728063
RIO DE JANEIRO;475;51;2300;0.014083805551390013;0.02217391304347826
RIO DE JANEIRO;476;64;2285;0.014459367217225173;0.02800875273522976
RIO DE JANEIRO;477;55;2277;0.014242858521657596;0.024154589371980676
RIO DE JANEIRO;478;46;2286;0.014450807728595166;0.020122484689413824
RIO DE JANEIRO;479;70;2271;0.013941530033411644;0.030823425803610745
CAMPOS DOS GOYTACAZES;480;43;1547;0.015451110294458422;0.027795733678086618
CAMPOS DOS GOYTACAZES;481;55;1542;0.014953037220018693;0.035667963683527884
CAMPOS DOS GOYTACAZES;482;41;1550;0.014764236095275694;0.026451612903225806
CAMPOS DOS GOYTACAZES;483;40;1577;0.01514510421685125;0.025364616360177554
CAMPOS DOS GOYTACAZES;484;43;1539;0.01488569949451506;0.02794022092267706
CAMPOS DOS GOYTACAZES;485;59;1521;0.014956038428171487;0.03879026955950033
CAMPOS DOS GOYTACAZES;486;49;1532;0.015258293454956606;0.03198433420365535
CAMPOS DOS GOYTACAZES;487;48;1552;0.014921582800369667;0.030927835051546393
CAMPOS DOS GOYTACAZES;488;42;1534;0.015277852975688924;0.027379400260756193
CAMPOS DOS GOYTACAZES;489;48;1551;0.015162677816080805;0.030947775628626693
CAMPOS DOS GOYTACAZES;490;40;1519;0.014878794895360798;0.026333113890717578
CAMPOS DOS GOYTACAZES;491;45;1547;0.015168859408515629;0.029088558500323207
CAMPOS DOS GOYTACAZES;492;50;1548;0.01519773267891855;0.03229974160206718
CAMPOS DOS GOYTACAZES;493;58;1511;0.015115044887113072;0.03838517538054269
CAMPOS DOS GOYTACAZES;494;41;1549;0.015181901914648365;0.02646868947708199
CAMPOS DOS GOYTACAZES;495;39;1548;0.01503776713697478;0.025193798449612403
CAMPOS DOS GOYTACAZES;496;34;1578;0.015217991930507541;0.021546261089987327
CAMPOS DOS GOYTACAZES;497;44;1561;0.015101108682823884;0.028187059577194105
CAMPOS DOS GOYTACAZES;498;41;1555;0.015110669409508401;0.026366559485530548
CAMPOS DOS GOYTACAZES;499;49;1544;0.015275486250489627;0.03173575129533679
SAO PAULO;500;48;2244;0.01419452596203683;0.0213903743315508
SAO PAULO;501;56;2191;0.01434581775273285;0.025559105431309903
SAO PAULO;502;52;2248;0.014332554564723453;0.023131672597864767
SAO PAULO;503;49;2268;0.014385380067224651;0.021604938271604937
SAO PAULO;504;42;2270;0.01416299717795752;0.018502202643171806
SAO PAULO;505;45;2247;0.014299452394987122;0.020026702269692925
SAO PAULO;506;47;2251;0.014253489809844647;0.02087960906263883
SAO PAULO;507;48;2268;0.014326354219565017;0.021164021164021163
SAO PAULO;508;44;2247;0.01417140403843179;0.019581664441477527
SAO PAULO;509;42;2263;0.014480385524018426;0.01855943437914273
SAO PAULO;510;45;2276;0.014239569682025756;0.01977152899824253
SAO PAULO;511;40;2240;0.014004753310838643;0.017857142857142856
SAO PAULO;512;36;2267;0.014395578007810555;0.015880017644464048
SAO PAULO;513;55;2256;0.013864655010854822;0.024379432624113476
SAO PAULO;514;48;2272;0.014230288179352;0.02112676056338028
SAO PAULO;515;48;2240;0.014091632907237524;0.02142857142857143
SAO PAULO;516;48;2248;0.013997958946241474;0.021352313167259787
SAO PAULO;517;51;2236;0.014010714050732962;0.022808586762075134
SAO PAULO;518;47;2240;0.014494214269667497;0.020982142857142855
SAO PAULO;519;51;2248;0.01409910374532967;0.022686832740213523
CAMPINAS;520;61;2105;0.01435673610770318;0.028978622327790974
CAMPINAS;521;64;2111;0.014383316438196028;0.030317385125532923
CAMPINAS;522;66;2113;0.01425847858864458;0.031235210601041175
CAMPINAS;523;60;2097;0.014448843384378036;0.02861230329041488
CAMPINAS;524;81;2097;0.014433165873290386;0.03862660944206009
CAMPINAS;525;61;2124;0.014460786716312204;0.02871939736346516
CAMPINAS;526;56;2109;0.014424642511511562;0.026552868658131817
CAMPINAS;527;70;2085;0.014628578159780586;0.03357314148681055
CAMPINAS;528;55;2134;0.014423839072217759;0.02577319587628866
CAMPINAS;529;72;2077;0.01447645276883775;0.03466538276360135
CAMPINAS;530;70;2087;0.01445610138337476;0.033540967896502155
CAMPINAS;531;69;2106;0.014444604362371615;0.03276353276353276
CAMPINAS;532;60;2092;0.014378930792852294;0.028680688336520075
CAMPINAS;533;60;2136;0.014437085620951874;0.028089887640449437
CAMPINAS;534;54;2162;0.014217568809527275;0.02497687326549491
CAMPINAS;535;58;2135;0.01482273746366778;0.027166276346604217
CAMPINAS;536;54;2124;0.014691301695229706;0.025423728813559324
CAMPINAS;537;66;2113;0.014385958761199366;0.031235210601041175
CAMPINAS;538;67;2109;0.0146645200188918;0.03176861071597914
